Lot;Pr_lot;Code;Name;Provider;Producer;Expire
03469183130507201802;F203HC2802;001590     ;ГЭЦ (Целлосайз CP 100 MHV, Natrosol 250 HHGF, SUMITOMO SZ-25F, Tylose H200000, Cellosize);Био-Хим;DOW CORNING;01.12.2020
03469216480802201902;F100I8KB10;003935     ;АМП-95 (аминометилпропанол);Био-Хим;Angus Chemie GmbH;19.08.2023
14009248930409201902;S201805018;001601     ;Молочная кислота;МЕГАТАКТ;SHANDONG BAISHENG BIOTECHNOLOGY CO., LTD;17.05.2020
03469086491907201601;F100G2IBA0;003935     ;АМП-95 (аминометилпропанол);Био-Хим;Angus Chemie GmbH;18.02.2017
03469088350308201601;F100G2IBA0;003935     ;АМП-95 (аминометилпропанол);Био-Хим;Angus Chemie GmbH;18.02.2017
03469158133001201802;F203HAA685;001590     ;ГЭЦ (Целлосайз CP 100 MHV, Natrosol 250 HHGF, SUMITOMO SZ-25F, Tylose H200000, Cellosize);Био-Хим;DOW CORNING;10.10.2020
03469160271202201803;208;029979     ;Краситель Ярокол Стил Блю;Био-Хим;Vivimed Labs Europe Ltd;01.10.2022
14009263052911201901;TRK01221411;000787     ;Пропиленгликоль;МЕГАТАКТ;INEOS;26.02.2021
03469151471112201701;P9088;012801     ;Кера-теин 1000 СД;Био-Хим;TRI-K Industries, Inc;13.09.2022
03469162940103201801;P9088;012801     ;Кера-теин 1000 СД;Био-Хим;TRI-K Industries, Inc;13.09.2022
08333095750610201601;DH14807Q411;005343     ;Каолин КБЕ-2;ХСХ Хими ООО (бывший Теком-Хими), ИНН 7707083893;IMERYS;08.08.2018
07896202943010201801;25;002675     ;Хлористый натрий (Соль поваренная сушеная);Соль Петербурга;"ЗАО ""Азербайджанское Производственное Объединение Соль""";01.09.2020
08432042261806201501;1400300009;025170     ;Сепикап МП (Sepikap MP);Эрбслёх;SEPPIC;11.01.2017
08432093662109201601;1500001610;025170     ;Сепикап МП (Sepikap MP);Эрбслёх;SEPPIC;09.07.2017
05102028833101201504;20250;022092     ;Паста осветляющая белая ZE.CR001W (Италия);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.01.2018
05102041851506201507;21449;022092     ;Паста осветляющая белая ZE.CR001W (Италия);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2018
05102072382103201605;60400;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.02.2019
05102074590604201614;60863;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.03.2019
05102080372705201604;61374;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2019
11634237602706201902;190439;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);НЕО Кемикал;VVF Limited (GEO CHEM);01.03.2022
11634261622111201901;159091932;025225     ;Аэросил P 202;НЕО Кемикал;Evonik Industries;18.09.2021
08333217331402201902;DH14807Q411.;005343     ;Каолин КБЕ-2;ХСХ Хими ООО (бывший Теком-Хими), ИНН 7707083893;IMERYS;08.08.2019
07731043172506201501;20141026;000048     ;Краситель о-крезол  (Chemibroxс 4АОС, 5 амино орто крезол) (CAS № 2835-95-2);ХимСинтез;Aspire Chemical Company Limited;01.04.2019
07731047323107201502;20150313;000218     ;Краситель 2,5-диаминотолуол сульфат (BLFX, Chemibrox 25 DATS, CAS 615-50-9, 2,5 DATS);ХимСинтез;Aspire Chemical Company Limited;01.03.2020
08432113140603201704;1700000060;031596     ;Сепитоник М3;Эрбслёх;SEPPIC;17.07.2019
05102028833101201505;20249;022092     ;Паста осветляющая белая ZE.CR001W (Италия);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.01.2018
05102041851506201506;21447;022092     ;Паста осветляющая белая ZE.CR001W (Италия);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2018
05102041851506201515;21424;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2018
05102080372705201619;61389;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2019
04434138211209201702;GS-2082302-BFF;033800     ;Ароматизатор Земляники Wild Strawberry Flavour 526893;"Компания ""Маркелл СПб""";Bell Flavors & Fragrances GmbH;12.01.2019
04434050092808201503;CHA0303;000916     ;Микрокар (Microcare IT, Неомид 125, Актицид МВ, Биоцид Катон LXE);"Компания ""Маркелл СПб""";LANXESS Distribution GmbH;03.03.2016
04434080853105201601;2016020003;001869     ;Гуар N-Hance 3205 (CG13, COSMEDIA, GUAR C 261N, Загуститель Эсафлор EC3);"Компания ""Маркелл СПб""";Lamberti spa;08.08.2017
04434052732309201501;201506004;001869     ;Гуар N-Hance 3205 (CG13, COSMEDIA, GUAR C 261N, Загуститель Эсафлор EC3);"Компания ""Маркелл СПб""";Lamberti spa;26.11.2016
04434063922912201502;1381R15601;019872     ;Диметикон ПЭГ-8 Меадофоамат (Fancorsil LIM-1, Фанкорсил ЛИМ-1) ;"Компания ""Маркелл СПб""";Elementis;04.06.2018
04434112072702201701;2016070009;001869     ;Гуар N-Hance 3205 (CG13, COSMEDIA, GUAR C 261N, Загуститель Эсафлор EC3);"Компания ""Маркелл СПб""";Lamberti spa;22.07.2018
04434115572703201701;1381S18201;019872     ;Диметикон ПЭГ-8 Меадофоамат (Fancorsil LIM-1, Фанкорсил ЛИМ-1) ;"Компания ""Маркелл СПб""";Elementis;30.06.2019
